Country,Measure Names,month_year,Latitude (generated),Longitude (generated),Value
Indonesia,No Measure Value,2010-08,-0.739,114.045,859
Ghana,No Measure Value,2010-08,7.258,-1.062,35
Gabon,No Measure Value,2010-08,-0.406,11.914,186.387097
Egypt,No Measure Value,2010-08,26.16,28.742,619.645161
Congo (Brazzaville),No Measure Value,2010-08,0.509,16.08,285
Colombia,No Measure Value,2010-08,3.794,-73.606,791.567
Chad,No Measure Value,2010-08,15.981,18.781,136.580645
Brazil,No Measure Value,2010-08,-11.694,-48.978,2078.150806
Argentina,No Measure Value,2010-08,-33.166,-64.31,371.556492
Angola,No Measure Value,2010-08,-12.836,17.808,1771.548387
Algeria,No Measure Value,2010-08,28.6045,2.64,1198
United States,No Measure Value,2010-09,40.0792,-98.8164,5616
United Kingdom,No Measure Value,2010-09,52.289,-1.259,1188.041857
Sudan,No Measure Value,2010-09,15.739,29.533,525
Saudi Arabia,No Measure Value,2010-09,24.191,44.32,7795.5
Papua New Guinea,No Measure Value,2010-09,-5.636,142.798,31.3361
Oman,No Measure Value,2010-09,19.85,56.25,880.7
Norway,No Measure Value,2010-09,61.3701,9.3031,1588
Nigeria,No Measure Value,2010-09,9.3417,7.678,2414.5
Mexico,No Measure Value,2010-09,22.925,-101.68,2570.910553
Kuwait,No Measure Value,2010-09,29.3169,47.4272,2052.5
Kazakhstan,No Measure Value,2010-09,48.866,69.772,1461.2
Iraq,No Measure Value,2010-09,33.545,43.278,2370
Iran,No Measure Value,2010-09,33.408,54.0418,3530
Indonesia,No Measure Value,2010-09,-0.739,114.045,842
Ghana,No Measure Value,2010-09,7.258,-1.062,35
Gabon,No Measure Value,2010-09,-0.406,11.914,232
Egypt,No Measure Value,2010-09,26.16,28.742,632.2
Congo (Brazzaville),No Measure Value,2010-09,0.509,16.08,326.333333
Colombia,No Measure Value,2010-09,3.794,-73.606,801.152
Chad,No Measure Value,2010-09,15.981,18.781,140.666667
Brazil,No Measure Value,2010-09,-11.694,-48.978,1997.664967
Argentina,No Measure Value,2010-09,-33.166,-64.31,372.040446
Angola,No Measure Value,2010-09,-12.836,17.808,1499
Algeria,No Measure Value,2010-09,28.6045,2.64,1179
United States,No Measure Value,2010-10,40.0792,-98.8164,5631
United Kingdom,No Measure Value,2010-10,52.289,-1.259,1197.144749
Sudan,No Measure Value,2010-10,15.739,29.533,520
Saudi Arabia,No Measure Value,2010-10,24.191,44.32,7894.5
Papua New Guinea,No Measure Value,2010-10,-5.636,142.798,31.1002
Oman,No Measure Value,2010-10,19.85,56.25,871.064516
Norway,No Measure Value,2010-10,61.3701,9.3031,1868
Nigeria,No Measure Value,2010-10,9.3417,7.678,2438
Mexico,No Measure Value,2010-10,22.925,-101.68,2571.640594
Kuwait,No Measure Value,2010-10,29.3169,47.4272,2052.5
Kazakhstan,No Measure Value,2010-10,48.866,69.772,1595.88
Iraq,No Measure Value,2010-10,33.545,43.278,2373
Iran,No Measure Value,2010-10,33.408,54.0418,3550
Indonesia,No Measure Value,2010-10,-0.739,114.045,800
Ghana,No Measure Value,2010-10,7.258,-1.062,35
Gabon,No Measure Value,2010-10,-0.406,11.914,18
Egypt,No Measure Value,2010-10,26.16,28.742,617.483871
Congo (Brazzaville),No Measure Value,2010-10,0.509,16.08,15
Colombia,No Measure Value,2010-10,3.794,-73.606,801.61
Chad,No Measure Value,2010-10,15.981,18.781,14
Brazil,No Measure Value,2010-10,-11.694,-48.978,1997.694065
Argentina,No Measure Value,2010-10,-33.166,-64.31,360.992671
Angola,No Measure Value,2010-10,-12.836,17.808,1604
Algeria,No Measure Value,2010-10,28.6045,2.64,1210
United States,No Measure Value,2010-11,40.0792,-98.8164,5576
United Kingdom,No Measure Value,2010-11,52.289,-1.259,1209.748346
Sudan,No Measure Value,2010-11,15.739,29.533,515
Saudi Arabia,No Measure Value,2010-11,24.191,44.32,7986.5
Papua New Guinea,No Measure Value,2010-11,-5.636,142.798,30.8664
Oman,No Measure Value,2010-11,19.85,56.25,886.1
Norway,No Measure Value,2010-11,61.3701,9.3031,1793
Nigeria,No Measure Value,2010-11,9.3417,7.678,2486.966667
Mexico,No Measure Value,2010-11,22.925,-101.68,2512.761261
Kuwait,No Measure Value,2010-11,29.3169,47.4272,2027.5
Kazakhstan,No Measure Value,2010-11,48.866,69.772,1655.17
Iraq,No Measure Value,2010-11,33.545,43.278,2402
Iran,No Measure Value,2010-11,33.408,54.0418,3535
Indonesia,No Measure Value,2010-11,-0.739,114.045,822
Ghana,No Measure Value,2010-11,7.258,-1.062,35
Gabon,No Measure Value,2010-11,-0.406,11.914,18
Egypt,No Measure Value,2010-11,26.16,28.742,601.233333
Congo (Brazzaville),No Measure Value,2010-11,0.509,16.08,15
Colombia,No Measure Value,2010-11,3.794,-73.606,821.968
Chad,No Measure Value,2010-11,15.981,18.781,14
Brazil,No Measure Value,2010-11,-11.694,-48.978,2089.029167
Argentina,No Measure Value,2010-11,-33.166,-64.31,365.572857
Angola,No Measure Value,2010-11,-12.836,17.808,1528.433333
Algeria,No Measure Value,2010-11,28.6045,2.64,1234
United States,No Measure Value,2010-12,40.0792,-98.8164,5607
United Kingdom,No Measure Value,2010-12,52.289,-1.259,1249.779935
Sudan,No Measure Value,2010-12,15.739,29.533,500
Saudi Arabia,No Measure Value,2010-12,24.191,44.32,8090
Papua New Guinea,No Measure Value,2010-12,-5.636,142.798,30.6345
Oman,No Measure Value,2010-12,19.85,56.25,890.322581
Norway,No Measure Value,2010-12,61.3701,9.3031,1796
Nigeria,No Measure Value,2010-12,9.3417,7.678,2569.548387
Mexico,No Measure Value,2010-12,22.925,-101.68,2574.816742
Kuwait,No Measure Value,2010-12,29.3169,47.4272,2045
Kazakhstan,No Measure Value,2010-12,48.866,69.772,1700.52
Iraq,No Measure Value,2010-12,33.545,43.278,2506
Iran,No Measure Value,2010-12,33.408,54.0418,3545
Indonesia,No Measure Value,2010-12,-0.739,114.045,851
Ghana,No Measure Value,2010-12,7.258,-1.062,35
Gabon,No Measure Value,2010-12,-0.406,11.914,18
Egypt,No Measure Value,2010-12,26.16,28.742,606.322581
Congo (Brazzaville),No Measure Value,2010-12,0.509,16.08,15
Colombia,No Measure Value,2010-12,3.794,-73.606,830.264
Chad,No Measure Value,2010-12,15.981,18.781,14
Brazil,No Measure Value,2010-12,-11.694,-48.978,2180.070581
Argentina,No Measure Value,2010-12,-33.166,-64.31,332.896967
Angola,No Measure Value,2010-12,-12.836,17.808,1496.290323
Algeria,No Measure Value,2010-12,28.6045,2.64,1219
United States,No Measure Value,2011-01,40.0792,-98.8164,5497
United Kingdom,No Measure Value,2011-01,52.289,-1.259,1258.6649
Sudan,No Measure Value,2011-01,15.739,29.533,492
Saudi Arabia,No Measure Value,2011-01,24.191,44.32,8239
Papua New Guinea,No Measure Value,2011-01,-5.636,142.798,30.4045
Oman,No Measure Value,2011-01,19.85,56.25,890.322581
Norway,No Measure Value,2011-01,61.3701,9.3031,1823
Nigeria,No Measure Value,2011-01,9.3417,7.678,2513.064516
Mexico,No Measure Value,2011-01,22.925,-101.68,2584.964264
Kuwait,No Measure Value,2011-01,29.3169,47.4272,2105
Kazakhstan,No Measure Value,2011-01,48.866,69.772,1673.33
Iraq,No Measure Value,2011-01,33.545,43.278,2652
Iran,No Measure Value,2011-01,33.408,54.0418,3535
Indonesia,No Measure Value,2011-01,-0.739,114.045,818
Ghana,No Measure Value,2011-01,7.258,-1.062,35
Gabon,No Measure Value,2011-01,-0.406,11.914,167.677419
Egypt,No Measure Value,2011-01,26.16,28.742,607.426774
Congo (Brazzaville),No Measure Value,2011-01,0.509,16.08,323.709677
Colombia,No Measure Value,2011-01,3.794,-73.606,841.1
Chad,No Measure Value,2011-01,15.981,18.781,136.580645
Brazil,No Measure Value,2011-01,-11.694,-48.978,2122.275742
Argentina,No Measure Value,2011-01,-33.166,-64.31,562.755366
Angola,No Measure Value,2011-01,-12.836,17.808,1471.806452
Algeria,No Measure Value,2011-01,28.6045,2.64,1205
United States,No Measure Value,2011-02,40.0792,-98.8164,5406
United Kingdom,No Measure Value,2011-02,52.289,-1.259,1139.643656
Sudan,No Measure Value,2011-02,15.739,29.533,497
Saudi Arabia,No Measure Value,2011-02,24.191,44.32,8745
Papua New Guinea,No Measure Value,2011-02,-5.636,142.798,30.1765
Oman,No Measure Value,2011-02,19.85,56.25,896.214286
Norway,No Measure Value,2011-02,61.3701,9.3031,1833
Nigeria,No Measure Value,2011-02,9.3417,7.678,2253.035714
Mexico,No Measure Value,2011-02,22.925,-101.68,2557.483215
Kuwait,No Measure Value,2011-02,29.3169,47.4272,2145
Kazakhstan,No Measure Value,2011-02,48.866,69.772,1639.9
Iraq,No Measure Value,2011-02,33.545,43.278,2630
Iran,No Measure Value,2011-02,33.408,54.0418,3545
Indonesia,No Measure Value,2011-02,-0.739,114.045,812.5798
Ghana,No Measure Value,2011-02,7.258,-1.062,35
Gabon,No Measure Value,2011-02,-0.406,11.914,204.428571
Egypt,No Measure Value,2011-02,26.16,28.742,598.654286
Congo (Brazzaville),No Measure Value,2011-02,0.509,16.08,313.928571
Colombia,No Measure Value,2011-02,3.794,-73.606,863.416
Chad,No Measure Value,2011-02,15.981,18.781,115.785714
Brazil,No Measure Value,2011-02,-11.694,-48.978,2062.140857
Argentina,No Measure Value,2011-02,-33.166,-64.31,565.777748
Angola,No Measure Value,2011-02,-12.836,17.808,1589.285714
Algeria,No Measure Value,2011-02,28.6045,2.64,1219
United States,No Measure Value,2011-03,40.0792,-98.8164,5618
United Kingdom,No Measure Value,2011-03,52.289,-1.259,1130.772608
Sudan,No Measure Value,2011-03,15.739,29.533,469
Saudi Arabia,No Measure Value,2011-03,24.191,44.32,8367.5
Papua New Guinea,No Measure Value,2011-03,-5.636,142.798,29.9503
Oman,No Measure Value,2011-03,19.85,56.25,889.612903
Norway,No Measure Value,2011-03,61.3701,9.3031,1739
Nigeria,No Measure Value,2011-03,9.3417,7.678,2195.903226
Mexico,No Measure Value,2011-03,22.925,-101.68,2575.250763
Kuwait,No Measure Value,2011-03,29.3169,47.4272,2172.5
Kazakhstan,No Measure Value,2011-03,48.866,69.772,1658.14
Iraq,No Measure Value,2011-03,33.545,43.278,2525
Iran,No Measure Value,2011-03,33.408,54.0418,3560
Indonesia,No Measure Value,2011-03,-0.739,114.045,811
Ghana,No Measure Value,2011-03,7.258,-1.062,35
Gabon,No Measure Value,2011-03,-0.406,11.914,18
Egypt,No Measure Value,2011-03,26.16,28.742,601.104194
Congo (Brazzaville),No Measure Value,2011-03,0.509,16.08,15
Colombia,No Measure Value,2011-03,3.794,-73.606,888.267
Chad,No Measure Value,2011-03,15.981,18.781,14
Brazil,No Measure Value,2011-03,-11.694,-48.978,2082.037613
Argentina,No Measure Value,2011-03,-33.166,-64.31,562.342547
Angola,No Measure Value,2011-03,-12.836,17.808,1624.354839
Algeria,No Measure Value,2011-03,28.6045,2.64,1153
United States,No Measure Value,2011-04,40.0792,-98.8164,5562
United Kingdom,No Measure Value,2011-04,52.289,-1.259,1142.762316
Sudan,No Measure Value,2011-04,15.739,29.533,467
Saudi Arabia,No Measure Value,2011-04,24.191,44.32,8522.5
Papua New Guinea,No Measure Value,2011-04,-5.636,142.798,29.7261
Oman,No Measure Value,2011-04,19.85,56.25,881.933333
Norway,No Measure Value,2011-04,61.3701,9.3031,1762
Nigeria,No Measure Value,2011-04,9.3417,7.678,2446.666667
Mexico,No Measure Value,2011-04,22.925,-101.68,2575.275452
Kuwait,No Measure Value,2011-04,29.3169,47.4272,2202.5
Kazakhstan,No Measure Value,2011-04,48.866,69.772,1615.19
Iraq,No Measure Value,2011-04,33.545,43.278,2624
Iran,No Measure Value,2011-04,33.408,54.0418,3580
Indonesia,No Measure Value,2011-04,-0.739,114.045,812.8642
Ghana,No Measure Value,2011-04,7.258,-1.062,98.333333
Gabon,No Measure Value,2011-04,-0.406,11.914,189.666667
Egypt,No Measure Value,2011-04,26.16,28.742,590.386667
Congo (Brazzaville),No Measure Value,2011-04,0.509,16.08,262.333333
Colombia,No Measure Value,2011-04,3.794,-73.606,907.6
Chad,No Measure Value,2011-04,15.981,18.781,140.666667
Brazil,No Measure Value,2011-04,-11.694,-48.978,2051.901333
Argentina,No Measure Value,2011-04,-33.166,-64.31,466.526054
Angola,No Measure Value,2011-04,-12.836,17.808,1464
Algeria,No Measure Value,2011-04,28.6045,2.64,1174
United States,No Measure Value,2011-05,40.0792,-98.8164,5625
United Kingdom,No Measure Value,2011-05,52.289,-1.259,989.583063
Sudan,No Measure Value,2011-05,15.739,29.533,443
Saudi Arabia,No Measure Value,2011-05,24.191,44.32,8595
Papua New Guinea,No Measure Value,2011-05,-5.636,142.798,29.5036
Oman,No Measure Value,2011-05,19.85,56.25,870.354839
Norway,No Measure Value,2011-05,61.3701,9.3031,1544
Nigeria,No Measure Value,2011-05,9.3417,7.678,2330.645161
Mexico,No Measure Value,2011-05,22.925,-101.68,2557.076416
Kuwait,No Measure Value,2011-05,29.3169,47.4272,2250
Kazakhstan,No Measure Value,2011-05,48.866,69.772,1546.65
Iraq,No Measure Value,2011-05,33.545,43.278,2721
Iran,No Measure Value,2011-05,33.408,54.0418,3575
Indonesia,No Measure Value,2011-05,-0.739,114.045,822
Ghana,No Measure Value,2011-05,7.258,-1.062,97.741935
Gabon,No Measure Value,2011-05,-0.406,11.914,150.258065
Egypt,No Measure Value,2011-05,26.16,28.742,599.161935
Congo (Brazzaville),No Measure Value,2011-05,0.509,16.08,254.354839
Colombia,No Measure Value,2011-05,3.794,-73.606,928.133
Chad,No Measure Value,2011-05,15.981,18.781,136.580645
Brazil,No Measure Value,2011-05,-11.694,-48.978,2071.617935
Argentina,No Measure Value,2011-05,-33.166,-64.31,488.656812
Angola,No Measure Value,2011-05,-12.836,17.808,1495.612903
Algeria,No Measure Value,2011-05,28.6045,2.64,1193
United States,No Measure Value,2011-06,40.0792,-98.8164,5589
United Kingdom,No Measure Value,2011-06,52.289,-1.259,972.928622
Sudan,No Measure Value,2011-06,15.739,29.533,439
Saudi Arabia,No Measure Value,2011-06,24.191,44.32,9513
Papua New Guinea,No Measure Value,2011-06,-5.636,142.798,29.2831
Oman,No Measure Value,2011-06,19.85,56.25,880.7
Norway,No Measure Value,2011-06,61.3701,9.3031,1615
Nigeria,No Measure Value,2011-06,9.3417,7.678,2324.666667
Mexico,No Measure Value,2011-06,22.925,-101.68,2546.368286
Kuwait,No Measure Value,2011-06,29.3169,47.4272,2300
Kazakhstan,No Measure Value,2011-06,48.866,69.772,1631.92
Iraq,No Measure Value,2011-06,33.545,43.278,2712
Iran,No Measure Value,2011-06,33.408,54.0418,3573
Indonesia,No Measure Value,2011-06,-0.739,114.045,804
Ghana,No Measure Value,2011-06,7.258,-1.062,98.333333
Gabon,No Measure Value,2011-06,-0.406,11.914,189.666667
Egypt,No Measure Value,2011-06,26.16,28.742,593.786667
Congo (Brazzaville),No Measure Value,2011-06,0.509,16.08,268.333333
Colombia,No Measure Value,2011-06,3.794,-73.606,939.944
Chad,No Measure Value,2011-06,15.981,18.781,140.666667
Brazil,No Measure Value,2011-06,-11.694,-48.978,2136.999433
Argentina,No Measure Value,2011-06,-33.166,-64.31,339.581191
Angola,No Measure Value,2011-06,-12.836,17.808,1407.166667
Algeria,No Measure Value,2011-06,28.6045,2.64,1202
United States,No Measure Value,2011-07,40.0792,-98.8164,5440
United Kingdom,No Measure Value,2011-07,52.289,-1.259,931.201698
Sudan,No Measure Value,2011-07,15.739,29.533,60
South Sudan,No Measure Value,2011-07,7.1,30.48,277
Saudi Arabia,No Measure Value,2011-07,24.191,44.32,9306
Papua New Guinea,No Measure Value,2011-07,-5.636,142.798,29.0644
Oman,No Measure Value,2011-07,19.85,56.25,887.225806
Norway,No Measure Value,2011-07,61.3701,9.3031,1704
Nigeria,No Measure Value,2011-07,9.3417,7.678,2474.709677
Mexico,No Measure Value,2011-07,22.925,-101.68,2535.359802
Kuwait,No Measure Value,2011-07,29.3169,47.4272,2300
Kazakhstan,No Measure Value,2011-07,48.866,69.772,1473.55
Iraq,No Measure Value,2011-07,33.545,43.278,2719
Iran,No Measure Value,2011-07,33.408,54.0418,3570
Indonesia,No Measure Value,2011-07,-0.739,114.045,810
Ghana,No Measure Value,2011-07,7.258,-1.062,126.935484
Gabon,No Measure Value,2011-07,-0.406,11.914,145.419355
Egypt,No Measure Value,2011-07,26.16,28.742,600.858065
Congo (Brazzaville),No Measure Value,2011-07,0.509,16.08,314.677419
Colombia,No Measure Value,2011-07,3.794,-73.606,926.713
Chad,No Measure Value,2011-07,15.981,18.781,105.935484
Brazil,No Measure Value,2011-07,-11.694,-48.978,2076.881677
Argentina,No Measure Value,2011-07,-33.166,-64.31,348.435321
Angola,No Measure Value,2011-07,-12.836,17.808,1563.419355
Algeria,No Measure Value,2011-07,28.6045,2.64,1178
United States,No Measure Value,2011-08,40.0792,-98.8164,5665
United Kingdom,No Measure Value,2011-08,52.289,-1.259,761.435717
Sudan,No Measure Value,2011-08,15.739,29.533,60
South Sudan,No Measure Value,2011-08,7.1,30.48,281
Saudi Arabia,No Measure Value,2011-08,24.191,44.32,9456
Papua New Guinea,No Measure Value,2011-08,-5.636,142.798,28.8475
Oman,No Measure Value,2011-08,19.85,56.25,912.903226
Norway,No Measure Value,2011-08,61.3701,9.3031,1622
Nigeria,No Measure Value,2011-08,9.3417,7.678,2437.83871
Mexico,No Measure Value,2011-08,22.925,-101.68,2554.617828
Kuwait,No Measure Value,2011-08,29.3169,47.4272,2500
Kazakhstan,No Measure Value,2011-08,48.866,69.772,1587.18
Iraq,No Measure Value,2011-08,33.545,43.278,2689
Iran,No Measure Value,2011-08,33.408,54.0418,3545
Indonesia,No Measure Value,2011-08,-0.739,114.045,821
Ghana,No Measure Value,2011-08,7.258,-1.062,158.870968
Gabon,No Measure Value,2011-08,-0.406,11.914,185.741935
Egypt,No Measure Value,2011-08,26.16,28.742,607.200968
Congo (Brazzaville),No Measure Value,2011-08,0.509,16.08,254.354839
Colombia,No Measure Value,2011-08,3.794,-73.606,954.867
Chad,No Measure Value,2011-08,15.981,18.781,136.580645
Brazil,No Measure Value,2011-08,-11.694,-48.978,2052.047774
Argentina,No Measure Value,2011-08,-33.166,-64.31,350.211422
Angola,No Measure Value,2011-08,-12.836,17.808,1507.516129
Algeria,No Measure Value,2011-08,28.6045,2.64,1183
United States,No Measure Value,2011-09,40.0792,-98.8164,5614
United Kingdom,No Measure Value,2011-09,52.289,-1.259,909.60996
Sudan,No Measure Value,2011-09,15.739,29.533,60
South Sudan,No Measure Value,2011-09,7.1,30.48,281
Saudi Arabia,No Measure Value,2011-09,24.191,44.32,9136
Papua New Guinea,No Measure Value,2011-09,-5.636,142.798,28.6324
Oman,No Measure Value,2011-09,19.85,56.25,898.4
Norway,No Measure Value,2011-09,61.3701,9.3031,1539
Nigeria,No Measure Value,2011-09,9.3417,7.678,2335.633333
Mexico,No Measure Value,2011-09,22.925,-101.68,2492.884613
Kuwait,No Measure Value,2011-09,29.3169,47.4272,2570
Kazakhstan,No Measure Value,2011-09,48.866,69.772,1573.35
Iraq,No Measure Value,2011-09,33.545,43.278,2648
Iran,No Measure Value,2011-09,33.408,54.0418,3581
Indonesia,No Measure Value,2011-09,-0.739,114.045,824
Ghana,No Measure Value,2011-09,7.258,-1.062,130
Gabon,No Measure Value,2011-09,-0.406,11.914,231.333333
Egypt,No Measure Value,2011-09,26.16,28.742,608.183333
Congo (Brazzaville),No Measure Value,2011-09,0.509,16.08,293
Colombia,No Measure Value,2011-09,3.794,-73.606,895.28
Chad,No Measure Value,2011-09,15.981,18.781,140.666667
Brazil,No Measure Value,2011-09,-11.694,-48.978,2099.210233
Argentina,No Measure Value,2011-09,-33.166,-64.31,351.163732
Angola,No Measure Value,2011-09,-12.836,17.808,1647.333333
Algeria,No Measure Value,2011-09,28.6045,2.64,1175
United States,No Measure Value,2011-10,40.0792,-98.8164,5902
United Kingdom,No Measure Value,2011-10,52.289,-1.259,1011.452882
Sudan,No Measure Value,2011-10,15.739,29.533,65
South Sudan,No Measure Value,2011-10,7.1,30.48,276
Saudi Arabia,No Measure Value,2011-10,24.191,44.32,9062
Papua New Guinea,No Measure Value,2011-10,-5.636,142.798,28.4191
Oman,No Measure Value,2011-10,19.85,56.25,899.391742
Norway,No Measure Value,2011-10,61.3701,9.3031,1661
Nigeria,No Measure Value,2011-10,9.3417,7.678,2237.709677
Mexico,No Measure Value,2011-10,22.925,-101.68,2557.495148
Kuwait,No Measure Value,2011-10,29.3169,47.4272,2561
