Exporting Region,Exporter,Company,Crude,Data Source,Copyright,Year of Year,Quarter of Year,Month of Year,Day of Year,DataValue
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,127.449025
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,370.983313
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,92.360157
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,535.302551
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,44.068959
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,133.60923
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,401.338781
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,128.084002
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,588.368675
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,39.091358
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,158.658498
Middle East,Saudi Arabia, ,Arab Light Fuel Oil,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,0.486635
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,418.564068
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,143.877857
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,422.155652
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,42.419116
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,167.203312
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,387.239046
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,132.178255
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,401.063738
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,35.998806
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,177.517532
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,350.86149
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,111.866218
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,409.523308
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,47.731886
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,167.282029
Middle East,Saudi Arabia, ,Arab Light Fuel Oil,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.746385
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,349.598617
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,108.184663
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,431.262684
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,50.986356
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,166.624893
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,380.386913
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,106.707685
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,432.882342
Middle East,Saudi Arabia, ,Khuff Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,1.586908
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,49.949542
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,112.17231
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,364.64533
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,111.963265
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,446.621707
Middle East,Saudi Arabia, ,Khuff Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,2.686348
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,31.747791
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,97.5254
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,333.026437
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,130.107253
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,471.210482
Middle East,Saudi Arabia, ,Arab Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2010,Q1,January,1,0.909901
Middle East,Saudi Arabia, ,Khuff Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,5.832868
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,38.45613
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,65.535649
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,331.039239
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,95.546732
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,554.85207
Middle East,Saudi Arabia, ,Arab Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2009,Q1,January,1,0.580592
Middle East,Saudi Arabia, ,Khuff Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,4.01059
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,37.599342
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,104.536785
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,356.923912
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,152.44834
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,505.990368
Middle East,Saudi Arabia, ,Khuff Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,6.046238
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,39.805197
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,81.852269
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,321.218914
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,148.074575
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,507.760527
Middle East,Saudi Arabia, ,Arab Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,0.755517
Middle East,Saudi Arabia, ,Khuff Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,1.910152
Middle East,Saudi Arabia, ,Arab Super Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,37.203202
Middle East,Saudi Arabia, ,Arab Medium,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,95.067277
Middle East,Saudi Arabia, ,Arab Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,346.31768
Middle East,Saudi Arabia, ,Arab Heavy,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,153.132918
Middle East,Saudi Arabia, ,Arab Extra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,622.709948
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025,Q1,January,1,21.045645
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025,Q1,January,1,9.368108
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025,Q1,January,1,538.295439
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025,Q1,January,1,36.496534
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2025,Q1,January,1,404.075403
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,43.573673
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,14.30971
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,554.517142
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,30.469025
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,382.895648
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,76.716006
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,28.525994
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,515.309245
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,27.885138
Middle East,United Arab Emirates, ,Dubai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,5.521998
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,328.504773
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,149.860772
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,29.367876
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,513.636224
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,26.679168
Middle East,United Arab Emirates, ,Dubai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,16.416517
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,300.643164
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,84.559396
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,22.00372
Middle East,United Arab Emirates, ,Sharjah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,0.853064
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,462.327935
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,32.629294
Middle East,United Arab Emirates, ,Dubai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,16.39739
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,254.040601
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2020,Q1,January,1,118.36735
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2020,Q1,January,1,9.42857
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2020,Q1,January,1,325.22205
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2020,Q1,January,1,33.157421
Middle East,United Arab Emirates, ,Dubai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2020,Q1,January,1,24.508881
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2020,Q1,January,1,285.013013
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,132.131676
Middle East,United Arab Emirates, ,Umm Lulu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,13.315269
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,360.803819
Middle East,United Arab Emirates, ,Mubarras Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,33.181729
Middle East,United Arab Emirates, ,Dubai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,17.761269
Middle East,United Arab Emirates, ,Das Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,345.212844
Middle East,United Arab Emirates, ,Upper Zakum,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,183.588287
Middle East,United Arab Emirates, ,Murban,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,225.83885
