Day of Date,Header_Exporter,Gas Origin,Header_Importer,Target Country,Interconnection Point,flows_bcm
"July 10, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 11, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 12, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 13, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 14, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 15, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 16, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 17, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 18, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 19, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 20, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 21, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 22, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 23, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 24, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 25, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 26, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 27, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 28, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 29, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 30, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"July 31, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 1, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 2, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 3, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 4, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 5, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 6, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 7, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 8, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 9, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 10, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 11, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 12, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 13, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 14, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 15, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 16, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 17, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 18, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 19, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 20, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 21, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 22, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 23, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 24, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 25, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 26, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 27, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 28, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 29, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 30, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"August 31, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 1, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 2, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 3, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 4, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 5, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 6, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 7, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 8, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 9, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 10, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 11, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 12, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 13, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 14, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 15, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 16, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 17, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 18, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 19, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 20, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 21, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 22, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 23, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 24, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 25, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 26, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 27, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 28, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 29, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"September 30, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 1, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 2, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 3, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 4, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 5, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 6, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 7, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 8, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 9, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 10, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 11, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 12, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 13, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 14, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 15, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 16, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 17, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 18, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 19, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 20, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 21, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 22, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 23, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 24, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 25, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 26, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 27, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 28, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 29, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 30, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"October 31, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 1, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 2, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 3, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 4, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 5, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 6, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 7, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 8, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 9, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 10, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 11, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 12, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 13, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 14, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 15, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 16, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 17, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 18, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 19, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 20, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 21, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 22, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 23, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 24, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 25, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 26, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 27, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 28, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 29, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"November 30, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 1, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 2, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 3, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 4, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 5, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 6, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 7, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 8, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 9, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 10, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 11, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 12, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 13, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 14, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 15, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 16, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 17, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 18, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 19, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 20, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 21, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 22, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 23, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 24, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 25, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 26, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 27, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 28, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 29, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"December 30, 2025",Exporter,Russia,Importer,Joint Baltic Zone EE/LV,Luhamaa,0
"January 1, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001180127
"January 2, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000848108
"January 3, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00095545
"January 4, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001053192
"January 5, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001077306
"January 6, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000957016
"January 7, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001206559
"January 8, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001408758
"January 9, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001354539
"January 10, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001374454
"January 11, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001350182
"January 12, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00127351
"January 13, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001350977
"January 14, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001602537
"January 15, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001642082
"January 16, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001542363
"January 17, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001724596
"January 18, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001773409
"January 19, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001794682
"January 20, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00126995
"January 21, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001521671
"January 22, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001447166
"January 23, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00103336
"January 24, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00110106
"January 25, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001285432
"January 26, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00132898
"January 27, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001362155
"January 28, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001538526
"January 29, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001610519
"January 30, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001381462
"January 31, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001304638
"February 1, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001278741
"February 2, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001477023
"February 3, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001066087
"February 4, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000998659
"February 5, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001194873
"February 6, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001287485
"February 7, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001255835
"February 8, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000706279
"February 9, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000669729
"February 10, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00108961
"February 11, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001045028
"February 12, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00107542
"February 13, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000806934
"February 14, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000826365
"February 15, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000948525
"February 16, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000760084
"February 17, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000860855
"February 18, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000775143
"February 19, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000389236
"February 20, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000526139
"February 21, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000517887
"February 22, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000450728
"February 23, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000309937
"February 24, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000262592
"February 25, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000629324
"February 26, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000796506
"February 27, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00082193
"February 28, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00083544
"March 1, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000941814
"March 2, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000925524
"March 3, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000913311
"March 4, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000980595
"March 5, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000935826
"March 6, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000945312
"March 7, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001038662
"March 8, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001158839
"March 9, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000974184
"March 10, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000677563
"March 11, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000452831
"March 12, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000615762
"March 13, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000780567
"March 14, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000815232
"March 15, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000878046
"March 16, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000701334
"March 17, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000840508
"March 18, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000849749
"March 19, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000755372
"March 20, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00081193
"March 21, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000876303
"March 22, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001187585
"March 23, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001068238
"March 24, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000880736
"March 25, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001018401
"March 26, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000908754
"March 27, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000856946
"March 28, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000904855
"March 29, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001033433
"March 30, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000967444
"March 31, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.00090898
"April 1, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000998031
"April 2, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000964716
"April 3, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001013604
"April 4, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000941177
"April 5, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000888694
"April 6, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000820904
"April 7, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000924867
"April 8, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000909033
"April 9, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.001044615
"April 10, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000978669
"April 11, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000827809
"April 12, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000496392
"April 13, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000413028
"April 14, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000452191
"April 15, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000807207
"April 16, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000774246
"April 17, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000704909
"April 18, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000770438
"April 19, 2021",Exporter,Russia,Importer,Lithuania,Kotlovka,0.000812441
